sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text
223346	the dam	transmitted	the calf	https://api.semanticscholar.org/10.1016/b978-0-12-374407-4.00229-6		10.1016/b978-0-12-374407-4.00229-6				7	8	5	5	10	11	Larvae of T. vitulorum are transmitted from the dam to the calf through the milk during the first month of life .
223743	person	spreads	person	https://api.semanticscholar.org/10.1016/s0168-7069(06)16004-8		10.1016/s0168-7069(06)16004-8				7	7	5	5	9	9	It is thought that SARS-CoV spreads from person to person through mucosal surfaces with virus-laden body fluids , primarily respiratory secretions ( Anon . , 2003a ) .
226523	Animals	Transmissible	Humans 3rd edn	https://api.semanticscholar.org/10.1016/s1473-3099(04)01008-4		10.1016/s1473-3099(04)01008-4				14	14	12	12	16	18	Media Watch H Krauss A Weber M Appel Zoonoses : Infectious Diseases Transmissible from Animals to Humans 3rd edn .
240009	a contaminated surface	transferred	clean hands	https://api.semanticscholar.org/10.1533/9780857098870.3.179		10.1533/9780857098870.3.179				10	12	8	8	14	15	It was also demonstrated that NoVs could be transferred from a contaminated surface to clean hands and via contaminated hands could cross-contaminate a series of seven surfaces ( Barker et al . , 2004 ) .
242315	the wild animal	transmitted	human being	https://api.semanticscholar.org/10.1016/j.vetmic.2006.10.022		10.1016/j.vetmic.2006.10.022				8	10	6	6	12	13	SARS virus was supposed to be transmitted from the wild animal to human being .
248861	an infected patient	transmitted	HCWs	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4102100/pdf/	PMC4102100	10.1017/s095026881300304x		24308554		24	26	22	22	28	28	In droplet transmission , pathogens or droplets which are larger than 5 μm , such as influenza virus and Bordetella pertussis are transmitted from an infected patient to HCWs through breathing , talking , coughing , sneezing , as well as through performing high-risk procedures ( HRPs ) [ 2 , 7 , 8 ] .
267072	the world	travel	Saudi Arabia	https://api.semanticscholar.org/10.1016/j.idc.2019.08.001		10.1016/j.idc.2019.08.001		31668197		20	21	12	12	14	15	Person-toperson spread causes hospital and household outbreaks of MERS-CoV. Millions of visitors travel to Saudi Arabia each year from across the world , thus watchful surveillance and a high degree of clinical awareness and early diagnosis with rapid implementation of infection control measures in returning travelers is important .
269845	S rectivirgulasensitized mice	transferred	naïve recipients	https://api.semanticscholar.org/10.1016/s0022-2143(03)00107-0		10.1016/s0022-2143(03)00107-0		14532907		18	20	12	12	23	24	To determine the influence of the MCP-1-CCR2 interaction in vitro , we transferred S rectivirgula-cultured spleen cells from S rectivirgulasensitized mice , to naïve recipients .
269995	human	transmit	human 1 -a plausible reason	https://api.semanticscholar.org/10.1016/b978-0-12-801742-5.00008-8		10.1016/b978-0-12-801742-5.00008-8				24	24	21	21	26	30	A high level of viremia in humans ( up to 8 log 10 PFU/mL ) makes it possible for mosquitoes to transmit CHIKV from human to human 1 -a plausible reason that large epidemic outbreaks have been known in big cities of southern and southeastern Asia since the 1960s .
273941	EAE animals	transferred	healthy syngeneic hosts	https://api.semanticscholar.org/10.1016/0165-5728(94)90066-3		10.1016/0165-5728(94)90066-3		7914212		9	10	7	7	12	14	Moreover , proliferating T lymphocytes that were transferred from EAE animals to healthy syngeneic hosts stopped proliferation after entry into the CNS .
275082	person	transmissible	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7093843/pdf/	PMC7093843	10.1097/maj.0b013e3181e937ca		20697262		18	18	16	16	20	20	All these differences are related to the different set of assumptions needed for infections that are transmissible from person to person and those that are not .
287628	Southern China	spreading	other parts of the world	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094746/pdf/	PMC7094746	10.1378/chest.129.1.156		16424427		36	37	34	34	39	43	However , unlike previous poultry outbreaks of highly pathogenic avian influenza due to H5 that were controlled by depopulation with or without vaccination , the presently circulating A/H5N1 genotype Z virus has since been spreading from Southern China to other parts of the world .
296927	the enteric tract	spread	the internal organs	https://api.semanticscholar.org/10.1016/j.vetmic.2008.06.007		10.1016/j.vetmic.2008.06.007		18635322		44	46	42	42	48	50	The association of strain CB/05 to a severe , sometimes fatal , disease of dogs , together with the isolation of the virus from organs with severe lesions , strongly suggests that CCoV has changed its tropism , acquiring the ability to spread from the enteric tract to the internal organs ( Decaro et al. , 2007d ) .
296978	cattle	spread	dogs	https://api.semanticscholar.org/10.1016/j.vetmic.2008.06.007		10.1016/j.vetmic.2008.06.007		18635322		16	16	14	14	18	18	CRCoV emerged likely as host variant of a BCoV strain that was able to spread from cattle to dogs .
300460	December	traveling	the " meningitis belt	https://api.semanticscholar.org/10.1016/b978-1-4377-2702-9.00008-8		10.1016/b978-1-4377-2702-9.00008-8				94	94	79	79	81	84	The epidemiology of serogroups responsible for disease is changing worldwide ; B , C , and Y are most prevalent in the U.S. , whereas A , C , and W135 ( more recently ) cause the majority of epidemic disease in sub-Saharan Africa where the incidence of meningococcal disease can be as high as 30 cases per 100,000 annually . 31 , 32 Meningococcal vaccine is required for travelers to the Hajj and also is recommended for people traveling to the " meningitis belt " in equatorial Africa during the dry season from December to June .
300483	wildlife	transmitted	humans	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6789926/pdf/	PMC6789926	10.1073/pnas.1911773116		31548390		19	19	17	17	21	21	Of the known henipaviruses , HeV and Significance Nipah and Hendra viruses are pathogenic zoonotic henipaviruses , transmitted from wildlife to humans , and potential epidemic threats .
302241	S. mitis	transferred	S.	https://api.semanticscholar.org/10.1111/j.1470-9465.2006.12_4_1431.x		10.1111/j.1470-9465.2006.12_4_1431.x				14	15	12	12	17	17	We sought to determine the frequency at which FQ resistance could be transferred from S. mitis to S. pneumoniae or from S. pneumoniae to S. mitis .
302241	S. mitis	transferred	S. pneumoniae	https://api.semanticscholar.org/10.1111/j.1470-9465.2006.12_4_1431.x		10.1111/j.1470-9465.2006.12_4_1431.x				14	15	12	12	21	22	We sought to determine the frequency at which FQ resistance could be transferred from S. mitis to S. pneumoniae or from S. pneumoniae to S. mitis .
302241	S. mitis	transferred	S. mitis	https://api.semanticscholar.org/10.1111/j.1470-9465.2006.12_4_1431.x		10.1111/j.1470-9465.2006.12_4_1431.x				14	15	12	12	24	25	We sought to determine the frequency at which FQ resistance could be transferred from S. mitis to S. pneumoniae or from S. pneumoniae to S. mitis .
305461	one generation of their species	pass	the next	https://api.semanticscholar.org/10.1016/b978-012373960-5.00448-2		10.1016/b978-012373960-5.00448-2				11	15	6	6	17	18	This is simply the ability to pass their genetic material from one generation of their species to the next through replication .
308446	one animal	transmitted	another	https://api.semanticscholar.org/10.1016/b978-0-409-30946-1.50025-7		10.1016/b978-0-409-30946-1.50025-7				21	22	19	19	24	24	Babesiosis is an infectious disease of cattle , caused in Australia by Babesia bigemina and Babesia argentina which are transmitted from one animal to another by the cattle tick , Boophilus microplus .
318446	wildlife	spillover	humans	https://api.semanticscholar.org/10.1016/j.ijpara.2013.06.007		10.1016/j.ijpara.2013.06.007		23892130		4	4	2	2	6	6	Examples of spillover from wildlife to humans and/or domestic animals , and vice versa , are discussed , as well as emerging issues , particularly the need for parasite surveillance of wildlife populations .
318446	wildlife	spillover	domestic animals	https://api.semanticscholar.org/10.1016/j.ijpara.2013.06.007		10.1016/j.ijpara.2013.06.007		23892130		4	4	2	2	8	9	Examples of spillover from wildlife to humans and/or domestic animals , and vice versa , are discussed , as well as emerging issues , particularly the need for parasite surveillance of wildlife populations .
318557	humans	spillover	wildlife	https://api.semanticscholar.org/10.1016/j.ijpara.2013.06.007		10.1016/j.ijpara.2013.06.007		23892130		9	9	7	7	11	11	As such , models fail to include spillover from humans to wildlife ( e.g. , Lloyd-Smith et al. , 2009 ) .
320773	bats	spillover	camels	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6818114/pdf/	PMC6818114	10.1080/22221751.2019.1679610		31645223		11	11	9	9	13	13	However , there has been no other reported virus spillover from bats to camels beside this ancestral MERS-CoV and 229E-related coronaviruses .
326469	the QDs	transfer	GNP	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6073481/pdf/	PMC6073481	10.3390/ijms19072021		29997363		60	61	58	58	63	63	For example , Montaño-Priede et al. demonstrated that the maximum fluorescence enhancement of quantum dots ( QDs , CdSe ) was observed when a silica shell between a GNP core and QDs was approximately 10 nm ; however , both the reduction and the increase of shell thickness diminished the enhancement effect of the fluorescence either by energy transfer from the QDs to GNP or a larger separation between the CdSe QDs and GNP core , respectively ( Figure 3D ) [ 53 ] .
329900	locations	traveled	Jordan	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5965092/pdf/	PMC5965092	10.1093/ofid/ofy095		30294616		16	16	12	12	14	14	In the 2015 outbreak , cases 1 and 2 had both recently traveled to Jordan from locations on the Arabian Peninsula ( Jeddah , Saudi Arabia , and Kuwait City , Kuwait , respectively ) .
331201	such herds	spread	those	https://api.semanticscholar.org/10.1016/b978-0-323-39055-2.00006-1		10.1016/b978-0-323-39055-2.00006-1				47	48	45	45	50	50	The most efficient approach for controlling Salmonella at the farm level might be to address prevention and control strategies ( e.g. , biosecurity and hygiene practices ) among the relatively few herds with high frequency of disease , as well as striving to prevent pathogen spread from such herds to those that remain uninfected .
337032	dendritic cells	transmitted	epithelial cells	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290766/pdf/	PMC3290766	10.3389/fmicb.2012.00075		22403577		16	17	11	11	19	20	After systemic infection , it is considered that the virus is transmitted from infected lymphocytes and dendritic cells to epithelial cells using nectin-4 on the basolateral side of epithelial cells , and virus particles are subsequently shed from the apical surface of these cells ( Figure 5 ) .
338686	cages	transferred	the restraint tubes	https://api.semanticscholar.org/10.1016/0272-0590(92)90037-i		10.1016/0272-0590(92)90037-i				16	16	13	13	18	20	Animals were inspected visually for signs of overt toxicity as they were being transferred from their cages to the restraint tubes , and when being transferred back to their cages .
340424	person	transmitted	person	https://api.semanticscholar.org/10.1016/j.ijid.2014.04.003		10.1016/j.ijid.2014.04.003				23	23	21	21	25	25	The virus is also frequently detected in urine , feces , or throat specimens of patients , and thus can be transmitted from person to person through contact with the blood or secretions of patients .
347223	B	transfer	T cells	https://api.semanticscholar.org/10.1016/b978-012370634-8.50019-6		10.1016/b978-012370634-8.50019-6				32	32	28	28	34	35	The increased cytolytic infection , and thus increased damage to the lymphoid organs associated with some of the vv+ pathotypes , may be caused by a more effective transfer of MDV from B to T cells due to increased levels of vlL-8 production combined with the inability to establish latency after 7 days pi .
348352	the tropics	spread	temperate regions	https://api.semanticscholar.org/10.1016/j.mehy.2015.11.005		10.1016/j.mehy.2015.11.005		26608252		65	66	61	61	68	69	Many studies show that personal chilling increases the prevalence of vARIs [ 5 , [ 14 ] [ 15 ] [ 16 ] [ 21 ] [ 22 ] [ 23 ] [ 24 ] [ 25 ] , and , since travel away from the tropical regions is associated with a decrease in temperature , it is likely that vARIs spread more quickly from the tropics to temperate regions ( green arrows ) than in the opposite direction ( dotted red arrow ) .
348352	the tropics	spread	green arrows	https://api.semanticscholar.org/10.1016/j.mehy.2015.11.005		10.1016/j.mehy.2015.11.005		26608252		65	66	61	61	71	72	Many studies show that personal chilling increases the prevalence of vARIs [ 5 , [ 14 ] [ 15 ] [ 16 ] [ 21 ] [ 22 ] [ 23 ] [ 24 ] [ 25 ] , and , since travel away from the tropical regions is associated with a decrease in temperature , it is likely that vARIs spread more quickly from the tropics to temperate regions ( green arrows ) than in the opposite direction ( dotted red arrow ) .
